case_id,layer,kind,flow_id,tags,seed.path,seed.scenario,seed.match,seed.resp,seed.is_sequence,call.method,call.url,call.headers,call.body.meta.bright_uid,call.body.meta.request_id,call.body.data.flow_id,call.body.data.kyc_type,call.body.data.client,call.expect_status,call2.method,call2.url,call2.headers,call2.expect_status,call2.delay_ms,call2.body.meta.bright_uid,call2.body.meta.request_id,call2.body.data.flow_id,call2.body.data.kyc_type,call3.method,call3.url,call3.headers,call3.expect_status,call3.delay_ms,call3.body.meta.bright_uid,call3.body.meta.request_id,call3.body.data.flow_id,call3.body.data.kyc_type,call3.body.data.client,call3.body.data.in_sync,call3.body.data.additional_data_params.persona_kyc_verified,call3.body.data.additional_data_params.ssn,call3.body.data.additional_data_params.dob,call3.body.data.additional_data_params.first_name,call3.body.data.additional_data_params.address,call3.body.data.additional_data_params.last_name,call3.body.data.additional_data_params.city,call3.body.data.additional_data_params.state,call3.body.data.additional_data_params.zip,call3.body.data.additional_data_params.invalid_field,repeat.same_flow_id,repeat.distinct_ids,repeat.concurrent,resp.status,resp.body,db.host,db.database,db.delay_ms,db1.table,db1.where,db1.expect,db2.table,db2.where,db2.expect,db3.table,db3.where,db3.expect,kafka.bootstrap,kafka1.topic,kafka1.key,kafka1.expect,calls,notes,call4.method,call4.url,call4.headers,call4.expect_status,call4.delay_ms,call4.body.meta.bright_uid,call4.body.meta.request_id,call4.body.data.flow_id,call4.body.data.kyc_type,call4.body.data.client,call4.body.data.in_sync,call4.body.data.additional_data_params.persona_kyc_verified,call4.body.data.additional_data_params.ssn,call4.body.data.additional_data_params.dob,call4.body.data.additional_data_params.first_name,call4.body.data.additional_data_params.address,call4.body.data.additional_data_params.last_name,call4.body.data.additional_data_params.city,call4.body.data.additional_data_params.state,call4.body.data.additional_data_params.zip,call5.method,call5.url,call5.headers,call5.expect_status,call5.delay_ms,call5.body.meta.bright_uid,call5.body.meta.request_id,call5.body.data.flow_id,call5.body.data.kyc_type,call5.body.data.client,call5.body.data.in_sync,call5.body.data.additional_data_params.persona_kyc_verified,call5.body.data.additional_data_params.ssn,call5.body.data.additional_data_params.dob,call5.body.data.additional_data_params.first_name,call5.body.data.additional_data_params.address,call5.body.data.additional_data_params.last_name,call5.body.data.additional_data_params.city,call5.body.data.additional_data_params.state,call5.body.data.additional_data_params.zip
ESC-DOB-SAME,3-Adapter,e2e,flow-{{uuid:flow}},3-adapter,/vendor/idology/verify,idology-fail-esc,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>result.match</key><message>ID Located</message></results><qualifiers><qualifier><key>resultcode.no.dob.available</key></qualifier></qualifiers></response>",true,POST,http://10.0.1.194/api/v1/kyc/start,Content-Type=application/json,{{uuid:uid}},{{uuid:rid}},flow-{{uuid:flow}},DM,app,200,POST,http://10.0.1.194/api/v1/kyc/status_details/,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_sd}},flow-{{uuid:flow}},DM,POST,http://10.0.1.194/api/v1/kyc/resume,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_pv}},flow-{{uuid:flow}},DM,USM,true,'PASS',,,,,,,,,,,,,200,error=null;data.flow_id=not_null,,brightmomey_uks_2,2000,uks_kyc_flow,flow_id=flow-{{uuid:flow}},status=FAILED,,,,escalation_log,flow_id=flow-{{uuid:flow}};escalation_type=ESCALATE_DOB,status=SAME_INPUT,,,,,/api/v1/users/get_user_profile_data/=1;/vendor/idology/verify=2;/LN.WebServices/api/OAuth2/Token=0;/LN.WebServices/api/Lists/Search=1;/api/v1/inquiries>=1,"ESCALATE_DOB: /resume same value -> SAME_INPUT -> re-run still fails -> FAILED. [UPDATED] Missing LN+Persona routing and prior persona_kyc_verified=PASS resume; Idology loop-back re-check (2nd response, still fails) triggers ESCALATE_DOB; final resume repeats same input -> SAME_INPUT -> FAILED (no further Idology call). [FIXED] LexisNexis NAS RiskCode 2->7 (NAS_NON_SSN_FAIL_CODES, per real lexisnexis/constants.py): NAS=2 is an SSN-fail code, so trigger 30 ({8:FAIL_SSN,9:PASS}->ESCALATE_SSN) tied in specificity with the intended field-specific trigger and won the id tie-break, masking it. NAS=7 removes trigger 30 from contention so the intended ESCALATE_* fires uncontested.",POST,http://10.0.1.194/api/v1/kyc/status_details/,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_sd2}},flow-{{uuid:flow}},DM,,,,,,,,,,,,POST,http://10.0.1.194/api/v1/kyc/resume,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid2}},flow-{{uuid:flow}},DM,USM,true,,,'1990-05-15',,,,,,
ESC-DOB-SAME,,,,,/vendor/idology/verify,idology-fail-esc,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>result.match</key><message>ID Located</message></results><qualifiers><qualifier><key>resultcode.no.dob.available</key></qualifier></qualifiers></response>",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-DOB-SAME,,,,,/LN.WebServices/api/OAuth2/Token,ln-token,,"status=200;raw={""access_token"":""tok_{{uuid:tok}}"",""expires_in"":3600}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-DOB-SAME,,,,,/LN.WebServices/api/Lists/Search,ln-any,,"status=200;raw={""Records"":[{""InstantIDIndividual"":{""ComprehensiveVerificationIndex"":10,""NameAddressSSN"":{""RiskCode"":7},""NameAddressPhone"":{""RiskCode"":2}}}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-DOB-SAME,,,,,/api/v1/inquiries,persona-create,,"status=200;raw={""data"":{""id"":""inq_{{uuid:inq}}"",""type"":""inquiry"",""attributes"":{""status"":""created"",""reference-id"":""{{uuid:uid}}""}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-DOB-SAME,,,,,/api/v1/users/get_user_profile_data/,usm-profile-default,,"status=200;raw={""bright_uid"":""{{uuid:uid}}"",""primary_email"":""john@example.com"",""primary_phonenum"":""+11234567890"",""first_name"":""John"",""last_name"":""Doe"",""date_of_birth"":""1990-05-15"",""is_kyc_verified"":false,""zip_code"":""78701"",""address"":{""address_type"":""bright"",""manual_address"":{""apt"":"""",""zip"":""78701"",""city"":""Austin"",""state"":{""long_name"":""Texas"",""short_name"":""TX""},""street"":""123 Main St""}},""ssn_encrypted"":""gAAAAABqQnJ4S7_gd7u2iaMV_8jNjzBVe4mkZcJVYDdxDbjrKQj6cvjhPR9Avyo2VKbuE8efqeBjeZIZugYZY23qE8EoKeh7fg=="",""ip"":""192.168.1.1"",""age"":35,""acquired_on"":""IOS_APP"",""is_deleted"":false,""error"":{}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-ADDRESS-DIFF,3-Adapter,e2e,flow-{{uuid:flow}},3-adapter,/vendor/idology/verify,idology-fail-esc,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>result.match</key><message>ID Located</message></results><qualifiers><qualifier><key>resultcode.address.does.not.match</key></qualifier></qualifiers></response>",true,POST,http://10.0.1.194/api/v1/kyc/start,Content-Type=application/json,{{uuid:uid}},{{uuid:rid}},flow-{{uuid:flow}},DM,app,200,POST,http://10.0.1.194/api/v1/kyc/status_details/,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_sd}},flow-{{uuid:flow}},DM,POST,http://10.0.1.194/api/v1/kyc/resume,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_pv}},flow-{{uuid:flow}},DM,USM,true,'PASS',,,,,,,,,,,,,200,error=null;data.flow_id=not_null,,brightmomey_uks_2,2000,uks_kyc_flow,flow_id=flow-{{uuid:flow}},status=PASSED,uks_flow_decision_step,flow_id=flow-{{uuid:flow}},status=PASS,escalation_log,flow_id=flow-{{uuid:flow}};escalation_type=ESCALATE_ADDRESS,status=DIFFERENT_INPUT,,,,,/api/v1/users/get_user_profile_data/=1;/vendor/idology/verify=3;/LN.WebServices/api/OAuth2/Token=0;/LN.WebServices/api/Lists/Search=1;/api/v1/inquiries>=1,"ESCALATE_ADDRESS: /resume changed field -> DIFFERENT_INPUT -> re-run IDology PASS. [UPDATED] resultcode.address.does.not.match routes through LN(any)+Persona (create->PENDING, resume persona_kyc_verified=PASS) BEFORE escalation; Idology re-checked on loop-back (still fails -> ESCALATE_ADDRESS); final resume with corrected input re-runs Idology once more -> PASS. [FIXED] LexisNexis NAS RiskCode 2->7 (NAS_NON_SSN_FAIL_CODES, per real lexisnexis/constants.py): NAS=2 is an SSN-fail code, so trigger 30 ({8:FAIL_SSN,9:PASS}->ESCALATE_SSN) tied in specificity with the intended field-specific trigger and won the id tie-break, masking it. NAS=7 removes trigger 30 from contention so the intended ESCALATE_* fires uncontested.",POST,http://10.0.1.194/api/v1/kyc/status_details/,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_sd2}},flow-{{uuid:flow}},DM,,,,,,,,,,,,POST,http://10.0.1.194/api/v1/kyc/resume,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid2}},flow-{{uuid:flow}},DM,USM,true,,,,,'456 New St',,,,
ESC-ADDRESS-DIFF,,,,,/vendor/idology/verify,idology-fail-esc,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>result.match</key><message>ID Located</message></results><qualifiers><qualifier><key>resultcode.address.does.not.match</key></qualifier></qualifiers></response>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-ADDRESS-DIFF,,,,,/vendor/idology/verify,idology-fail-esc,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.success</key><message>PASS</message></summary-result><results><key>result.match</key><message>ID Located</message></results></response>",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-ADDRESS-DIFF,,,,,/api/v1/users/get_user_profile_data/,usm-profile-default,,"status=200;raw={""bright_uid"":""{{uuid:uid}}"",""primary_email"":""john@example.com"",""primary_phonenum"":""+11234567890"",""first_name"":""John"",""last_name"":""Doe"",""date_of_birth"":""1990-05-15"",""is_kyc_verified"":false,""zip_code"":""78701"",""address"":{""address_type"":""bright"",""manual_address"":{""apt"":"""",""zip"":""78701"",""city"":""Austin"",""state"":{""long_name"":""Texas"",""short_name"":""TX""},""street"":""123 Main St""}},""ssn_encrypted"":""gAAAAABqQnJ4S7_gd7u2iaMV_8jNjzBVe4mkZcJVYDdxDbjrKQj6cvjhPR9Avyo2VKbuE8efqeBjeZIZugYZY23qE8EoKeh7fg=="",""ip"":""192.168.1.1"",""age"":35,""acquired_on"":""IOS_APP"",""is_deleted"":false,""error"":{}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-ADDRESS-DIFF,,,,,/LN.WebServices/api/OAuth2/Token,ln-token,,"status=200;raw={""access_token"":""tok_{{uuid:tok}}"",""expires_in"":3600}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-ADDRESS-DIFF,,,,,/LN.WebServices/api/Lists/Search,ln-any,,"status=200;raw={""Records"":[{""InstantIDIndividual"":{""ComprehensiveVerificationIndex"":10,""NameAddressSSN"":{""RiskCode"":7},""NameAddressPhone"":{""RiskCode"":12}}}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-ADDRESS-DIFF,,,,,/api/v1/inquiries,persona-create,,"status=200;raw={""data"":{""id"":""inq_{{uuid:inq}}"",""type"":""inquiry"",""attributes"":{""status"":""created"",""reference-id"":""{{uuid:uid}}""}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-ADDRESS-SAME,3-Adapter,e2e,flow-{{uuid:flow}},3-adapter,/vendor/idology/verify,idology-fail-esc,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>result.match</key><message>ID Located</message></results><qualifiers><qualifier><key>resultcode.address.does.not.match</key></qualifier></qualifiers></response>",true,POST,http://10.0.1.194/api/v1/kyc/start,Content-Type=application/json,{{uuid:uid}},{{uuid:rid}},flow-{{uuid:flow}},DM,app,200,POST,http://10.0.1.194/api/v1/kyc/status_details/,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_sd}},flow-{{uuid:flow}},DM,POST,http://10.0.1.194/api/v1/kyc/resume,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_pv}},flow-{{uuid:flow}},DM,USM,true,'PASS',,,,,,,,,,,,,200,error=null;data.flow_id=not_null,,brightmomey_uks_2,2000,uks_kyc_flow,flow_id=flow-{{uuid:flow}},status=FAILED,,,,escalation_log,flow_id=flow-{{uuid:flow}};escalation_type=ESCALATE_ADDRESS,status=SAME_INPUT,,,,,/api/v1/users/get_user_profile_data/=1;/vendor/idology/verify=2;/LN.WebServices/api/OAuth2/Token=0;/LN.WebServices/api/Lists/Search=1;/api/v1/inquiries>=1,"ESCALATE_ADDRESS: /resume same value -> SAME_INPUT -> re-run still fails -> FAILED. [UPDATED] Missing LN+Persona routing and prior persona_kyc_verified=PASS resume; Idology loop-back re-check (2nd response, still fails) triggers ESCALATE_ADDRESS; final resume repeats same input -> SAME_INPUT -> FAILED (no further Idology call). [FIXED] LexisNexis NAS RiskCode 2->7 (NAS_NON_SSN_FAIL_CODES, per real lexisnexis/constants.py): NAS=2 is an SSN-fail code, so trigger 30 ({8:FAIL_SSN,9:PASS}->ESCALATE_SSN) tied in specificity with the intended field-specific trigger and won the id tie-break, masking it. NAS=7 removes trigger 30 from contention so the intended ESCALATE_* fires uncontested.",POST,http://10.0.1.194/api/v1/kyc/status_details/,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_sd2}},flow-{{uuid:flow}},DM,,,,,,,,,,,,POST,http://10.0.1.194/api/v1/kyc/resume,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid2}},flow-{{uuid:flow}},DM,USM,true,,,,,'123 Main St',,'Austin','Texas','78701'
ESC-ADDRESS-SAME,,,,,/vendor/idology/verify,idology-fail-esc,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>result.match</key><message>ID Located</message></results><qualifiers><qualifier><key>resultcode.address.does.not.match</key></qualifier></qualifiers></response>",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-ADDRESS-SAME,,,,,/LN.WebServices/api/OAuth2/Token,ln-token,,"status=200;raw={""access_token"":""tok_{{uuid:tok}}"",""expires_in"":3600}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-ADDRESS-SAME,,,,,/LN.WebServices/api/Lists/Search,ln-any,,"status=200;raw={""Records"":[{""InstantIDIndividual"":{""ComprehensiveVerificationIndex"":10,""NameAddressSSN"":{""RiskCode"":7},""NameAddressPhone"":{""RiskCode"":2}}}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-ADDRESS-SAME,,,,,/api/v1/inquiries,persona-create,,"status=200;raw={""data"":{""id"":""inq_{{uuid:inq}}"",""type"":""inquiry"",""attributes"":{""status"":""created"",""reference-id"":""{{uuid:uid}}""}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-ADDRESS-SAME,,,,,/api/v1/users/get_user_profile_data/,usm-profile-default,,"status=200;raw={""bright_uid"":""{{uuid:uid}}"",""primary_email"":""john@example.com"",""primary_phonenum"":""+11234567890"",""first_name"":""John"",""last_name"":""Doe"",""date_of_birth"":""1990-05-15"",""is_kyc_verified"":false,""zip_code"":""78701"",""address"":{""address_type"":""bright"",""manual_address"":{""apt"":"""",""zip"":""78701"",""city"":""Austin"",""state"":{""long_name"":""Texas"",""short_name"":""TX""},""street"":""123 Main St""}},""ssn_encrypted"":""gAAAAABqQnJ4S7_gd7u2iaMV_8jNjzBVe4mkZcJVYDdxDbjrKQj6cvjhPR9Avyo2VKbuE8efqeBjeZIZugYZY23qE8EoKeh7fg=="",""ip"":""192.168.1.1"",""age"":35,""acquired_on"":""IOS_APP"",""is_deleted"":false,""error"":{}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-SSN_DOB-DIFF,3-Adapter,e2e,flow-{{uuid:flow}},3-adapter,/vendor/idology/verify,idology-fail-ssndob,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>result.match</key><message>ID Located</message></results><qualifiers><qualifier><key>resultcode.ssn.does.not.match</key></qualifier><qualifier><key>resultcode.no.dob.available</key></qualifier></qualifiers></response>",true,POST,http://10.0.1.194/api/v1/kyc/start,Content-Type=application/json,{{uuid:uid}},{{uuid:rid}},flow-{{uuid:flow}},DM,app,200,POST,http://10.0.1.194/api/v1/kyc/status_details/,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_sd}},flow-{{uuid:flow}},DM,POST,http://10.0.1.194/api/v1/kyc/resume,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_pv}},flow-{{uuid:flow}},DM,USM,true,'PASS',,,,,,,,,,,,,200,error=null;data.flow_id=not_null,,brightmomey_uks_2,2000,uks_kyc_flow,flow_id=flow-{{uuid:flow}},status=PASSED,uks_flow_decision_step,flow_id=flow-{{uuid:flow}},status=PASS,escalation_log,flow_id=flow-{{uuid:flow}};escalation_type=ESCALATE_SSN_DOB,status=DIFFERENT_INPUT,,,,,/api/v1/users/get_user_profile_data/=1;/vendor/idology/verify=3;/LN.WebServices/api/OAuth2/Token=0;/LN.WebServices/api/Lists/Search=1;/api/v1/inquiries>=1,"Combined SSN+DOB -> ESCALATE_SSN_DOB -> resume -> PASS. [UPDATED] resultcode.ssn.does.not.match routes through LN(any)+Persona (create->PENDING, resume persona_kyc_verified=PASS) BEFORE escalation; Idology re-checked on loop-back (still fails -> ESCALATE_SSN_DOB); final resume with corrected input re-runs Idology once more -> PASS.",POST,http://10.0.1.194/api/v1/kyc/status_details/,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_sd2}},flow-{{uuid:flow}},DM,,,,,,,,,,,,POST,http://10.0.1.194/api/v1/kyc/resume,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid2}},flow-{{uuid:flow}},DM,USM,true,,'999887777','1991-06-16',,,,,,
ESC-SSN_DOB-DIFF,,,,,/vendor/idology/verify,idology-fail-ssndob,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>result.match</key><message>ID Located</message></results><qualifiers><qualifier><key>resultcode.ssn.does.not.match</key></qualifier><qualifier><key>resultcode.no.dob.available</key></qualifier></qualifiers></response>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-SSN_DOB-DIFF,,,,,/vendor/idology/verify,idology-fail-ssndob,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.success</key><message>PASS</message></summary-result><results><key>result.match</key><message>ID Located</message></results></response>",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-SSN_DOB-DIFF,,,,,/api/v1/users/get_user_profile_data/,usm-profile-default,,"status=200;raw={""bright_uid"":""{{uuid:uid}}"",""primary_email"":""john@example.com"",""primary_phonenum"":""+11234567890"",""first_name"":""John"",""last_name"":""Doe"",""date_of_birth"":""1990-05-15"",""is_kyc_verified"":false,""zip_code"":""78701"",""address"":{""address_type"":""bright"",""manual_address"":{""apt"":"""",""zip"":""78701"",""city"":""Austin"",""state"":{""long_name"":""Texas"",""short_name"":""TX""},""street"":""123 Main St""}},""ssn_encrypted"":""gAAAAABqQnJ4S7_gd7u2iaMV_8jNjzBVe4mkZcJVYDdxDbjrKQj6cvjhPR9Avyo2VKbuE8efqeBjeZIZugYZY23qE8EoKeh7fg=="",""ip"":""192.168.1.1"",""age"":35,""acquired_on"":""IOS_APP"",""is_deleted"":false,""error"":{}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-SSN_DOB-DIFF,,,,,/LN.WebServices/api/OAuth2/Token,ln-token,,"status=200;raw={""access_token"":""tok_{{uuid:tok}}"",""expires_in"":3600}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-SSN_DOB-DIFF,,,,,/LN.WebServices/api/Lists/Search,ln-any,,"status=200;raw={""Records"":[{""InstantIDIndividual"":{""ComprehensiveVerificationIndex"":10,""NameAddressSSN"":{""RiskCode"":2},""NameAddressPhone"":{""RiskCode"":12}}}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-SSN_DOB-DIFF,,,,,/api/v1/inquiries,persona-create,,"status=200;raw={""data"":{""id"":""inq_{{uuid:inq}}"",""type"":""inquiry"",""attributes"":{""status"":""created"",""reference-id"":""{{uuid:uid}}""}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-PII-DIFF,3-Adapter,e2e,flow-{{uuid:flow}},3-adapter,/vendor/idology/verify,idology-fail-pii,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>result.match</key><message>ID Located</message></results><qualifiers><qualifier><key>resultcode.ssn.does.not.match</key></qualifier><qualifier><key>resultcode.address.does.not.match</key></qualifier><qualifier><key>resultcode.last.name.does.not.match</key></qualifier></qualifiers></response>",true,POST,http://10.0.1.194/api/v1/kyc/start,Content-Type=application/json,{{uuid:uid}},{{uuid:rid}},flow-{{uuid:flow}},DM,app,200,POST,http://10.0.1.194/api/v1/kyc/status_details/,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_sd}},flow-{{uuid:flow}},DM,POST,http://10.0.1.194/api/v1/kyc/resume,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_pv}},flow-{{uuid:flow}},DM,USM,true,'PASS',,,,,,,,,,,,,200,error=null;data.flow_id=not_null,,brightmomey_uks_2,2000,uks_kyc_flow,flow_id=flow-{{uuid:flow}},status=PASSED,uks_flow_decision_step,flow_id=flow-{{uuid:flow}},status=PASS,escalation_log,flow_id=flow-{{uuid:flow}};escalation_type=ESCALATE_SSN,status=DIFFERENT_INPUT,,,,,/api/v1/users/get_user_profile_data/=1;/vendor/idology/verify=3;/LN.WebServices/api/OAuth2/Token=0;/LN.WebServices/api/Lists/Search=1;/api/v1/inquiries>=1,"SSN+ADDRESS+NAME all match single-condition triggers (ids 55/56/57); tie broken by lowest id -> ESCALATE_SSN wins (ESCALATE_PII is unreachable from idology_check in dm_v3 -- no trigger has that action). Resume submits ssn only (ESCALATE_SSN.FIELDS=[""ssn""]). [UPDATED] resultcode.ssn.does.not.match routes through LN(any)+Persona (create->PENDING, resume persona_kyc_verified=PASS) BEFORE escalation; Idology re-checked on loop-back (still fails -> ESCALATE_SSN); final resume with corrected input re-runs Idology once more -> PASS.",POST,http://10.0.1.194/api/v1/kyc/status_details/,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid_sd2}},flow-{{uuid:flow}},DM,,,,,,,,,,,,POST,http://10.0.1.194/api/v1/kyc/resume,Content-Type=application/json,200,1000,{{uuid:uid}},{{uuid:rid2}},flow-{{uuid:flow}},DM,USM,true,,'999887777',,,,,,,
ESC-PII-DIFF,,,,,/vendor/idology/verify,idology-fail-pii,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>result.match</key><message>ID Located</message></results><qualifiers><qualifier><key>resultcode.ssn.does.not.match</key></qualifier><qualifier><key>resultcode.address.does.not.match</key></qualifier><qualifier><key>resultcode.last.name.does.not.match</key></qualifier></qualifiers></response>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-PII-DIFF,,,,,/vendor/idology/verify,idology-fail-pii,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><summary-result><key>id.success</key><message>PASS</message></summary-result><results><key>result.match</key><message>ID Located</message></results></response>",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
